Project,Class,Release,nAuth,ChangeSetSize,LinesOfComment,LOC,maxChangeSetSize,nCommits,nFixCommits,Age,LOCadded,maxLOCadded,Buggy
bookkeeperbookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,0,2,0,6,118,131,3,0,12,98,94,No
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,0,2,0,4,214,131,4,0,12,88,64,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,0,3,0,85,876,131,13,0,12,701,275,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,0,2,0,1,78,131,2,0,12,40,29,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,0,2,0,15,161,131,3,0,12,27,12,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,0,2,0,57,398,131,8,0,12,146,64,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,0,2,0,9,182,131,4,0,12,86,76,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,0,2,0,39,484,131,6,0,12,85,42,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,0,2,0,6,129,131,4,0,12,35,15,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,0,2,0,2,152,131,2,0,12,13,12,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java,0,0,0,19,107,0,0,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,0,2,0,9,123,131,4,0,12,143,113,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,0,2,0,4,241,131,3,0,12,31,12,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,0,2,0,36,484,131,8,0,12,630,401,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,0,2,0,49,673,72,5,0,12,217,126,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,0,1,0,9,171,131,3,0,12,8,4,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/CRC32DigestManager.java,0,1,0,1,42,131,1,0,12,3,3,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DigestManager.java,0,2,0,4,148,131,4,0,12,23,16,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,0,2,0,5,55,131,2,0,12,5,4,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,0,2,0,9,139,131,7,0,12,43,26,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,0,2,0,7,69,131,3,0,12,12,7,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,0,1,0,8,65,131,2,0,12,50,46,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,0,2,0,36,659,131,11,0,12,915,520,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,0,3,0,13,204,131,6,0,12,90,32,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,0,2,0,8,150,131,8,0,12,92,28,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,0,2,0,18,153,131,5,0,12,46,17,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,0,2,0,1,53,131,3,0,12,9,7,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,0,2,0,13,130,131,3,0,12,44,30,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,0,2,0,5,142,131,3,0,12,23,17,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,0,2,0,7,86,131,5,0,12,26,9,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,0,0,0,3,67,0,0,0,12,0,0,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,0,1,0,6,65,131,1,0,12,1,1,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,0,1,0,2,71,131,1,0,12,1,1,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,0,1,0,10,91,15,1,0,12,45,45,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,0,2,0,21,190,2,3,0,12,8,6,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,0,2,0,42,331,2,3,0,12,20,11,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,0,1,0,18,221,1,1,0,12,4,4,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,0,0,0,8,170,0,0,0,12,0,0,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,0,0,0,35,454,0,0,0,12,0,0,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,0,0,0,14,167,0,0,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,0,0,0,13,130,0,0,0,12,0,0,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,0,0,0,7,85,0,0,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,0,2,0,4,156,131,6,0,12,25,9,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,0,2,0,15,136,131,3,0,12,87,71,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,0,3,0,15,346,131,10,0,12,280,111,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,0,2,0,11,110,131,2,0,12,82,75,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,0,3,0,36,448,131,7,0,12,35,8,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,0,3,0,57,461,131,8,0,12,110,24,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java,0,0,0,3,119,0,0,0,12,0,0,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,0,1,0,19,150,131,2,0,12,11,8,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,0,1,0,12,130,131,2,0,12,11,8,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,0,2,0,8,78,131,5,0,12,71,51,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,0,3,0,19,191,131,5,0,12,229,101,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,0,2,0,2,47,131,2,0,12,5,4,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,0,1,0,2,30,131,1,0,12,5,5,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,0,1,0,6,81,131,1,0,12,4,4,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,0,1,0,1,32,131,2,0,12,11,7,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,0,2,0,4,59,131,2,0,12,4,4,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,0,0,0,8,78,0,0,0,12,0,0,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,0,0,0,4,64,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java,0,0,0,5,39,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java,0,1,0,3,44,131,2,0,12,8,5,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java,0,1,0,4,58,131,1,0,12,4,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,0,1,0,13,222,131,1,0,12,20,20,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,0,1,0,5,109,131,2,0,12,6,5,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java,0,1,0,4,113,131,3,0,12,14,10,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java,0,1,0,6,150,131,2,0,12,5,3,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java,0,1,0,1,41,131,1,0,12,1,1,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,0,2,0,8,94,131,4,0,12,10,5,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,0,1,0,45,85,131,2,0,12,4,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java,0,1,0,6,49,131,1,0,12,1,1,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java,0,1,0,34,108,131,1,0,12,3,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,0,1,0,2,64,131,1,0,12,4,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java,0,0,0,2,32,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,0,1,0,2,33,131,1,0,12,2,2,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java,0,1,0,2,34,131,1,0,12,1,1,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,0,1,0,13,71,131,3,0,12,12,5,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java,0,1,0,16,63,131,2,0,12,4,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,0,1,0,10,55,131,3,0,12,8,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java,0,1,0,19,85,131,3,0,12,10,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,0,3,0,102,218,131,5,0,12,85,38,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java,0,1,0,14,63,131,3,0,12,10,5,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java,0,1,0,4,46,131,2,0,12,5,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java,0,1,0,33,80,131,3,0,12,8,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,0,0,0,84,255,0,0,0,12,0,0,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java,0,2,0,62,152,131,4,0,12,19,7,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java,0,1,0,131,414,131,3,0,12,60,48,Yes
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java,0,1,0,102,233,131,4,0,12,25,14,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java,0,1,0,22,67,131,3,0,12,10,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,0,0,0,2,34,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java,0,1,0,4,51,131,1,0,12,14,14,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,0,2,0,3,47,131,2,0,12,10,9,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java,0,1,0,4,42,131,1,0,12,4,4,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java,0,2,0,8,156,131,3,0,12,18,14,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,0,0,0,1,43,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/Either.java,0,0,0,1,41,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,0,1,0,1,78,72,1,0,12,3,3,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,0,0,0,24,98,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/Option.java,0,0,0,1,35,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java,0,0,0,1,35,0,0,0,12,0,0,No
bookkeeper,hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java,0,0,0,5,49,0,0,0,12,0,0,No
bookkeeper,hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java,0,1,0,7,137,131,1,0,12,1,1,No
bookkeeper,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,0,1,0,141,5701,131,1,0,12,6127,6127,Yes
bookkeeper,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,0,1,0,6,120,131,1,0,12,2,2,No
bookkeeper,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,0,0,0,2,37,0,0,0,12,0,0,No
bookkeeper,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,0,1,0,5,31,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java,0,1,0,2,78,131,2,0,12,51,48,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java,0,2,0,1,84,131,4,0,12,45,39,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,0,2,0,1,70,131,3,0,12,35,31,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java,0,1,0,2,86,131,2,0,12,51,48,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java,0,0,0,3,35,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java,0,1,0,30,218,131,1,0,12,1,1,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,0,1,0,1,28,72,1,0,12,4,4,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java,0,0,0,2,94,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java,0,1,0,2,30,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,0,0,0,2,64,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,0,0,0,1,23,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java,0,0,0,1,23,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java,0,1,0,1,26,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,0,2,0,60,418,131,3,0,12,39,32,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,0,1,0,1,54,131,1,0,12,16,16,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,0,1,0,2,26,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java,0,1,0,1,53,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,0,1,0,2,33,131,1,0,12,3,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java,0,1,0,1,58,131,1,0,12,11,11,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,0,1,0,16,117,131,2,0,12,12,9,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,0,1,0,1,62,131,1,0,12,1,1,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,0,2,0,32,307,131,5,0,12,36,15,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java,0,1,0,8,61,131,1,0,12,2,2,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java,0,1,0,15,125,131,2,0,12,5,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java,0,1,0,51,579,131,2,0,12,150,144,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java,0,1,0,1,64,131,1,0,12,2,2,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java,0,1,0,4,76,131,2,0,12,4,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java,0,0,0,1,21,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,0,1,0,14,348,131,2,0,12,13,10,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java,0,0,0,1,49,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java,0,1,0,2,50,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java,0,1,0,8,82,131,1,0,12,5,5,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java,0,1,0,2,26,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,0,1,0,2,67,131,1,0,12,2,2,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java,0,1,0,93,520,131,2,0,12,39,36,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java,0,1,0,4,55,131,1,0,12,4,4,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,0,0,0,1,32,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java,0,1,0,2,56,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java,0,1,0,3,96,131,1,0,12,3,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java,0,1,0,5,134,131,3,0,12,8,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java,0,1,0,1,30,131,1,0,12,5,5,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java,0,1,0,2,48,72,1,0,12,3,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java,0,0,0,1,52,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java,0,1,0,16,91,131,3,0,12,13,8,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java,0,1,0,5,59,72,1,0,12,3,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,0,1,0,1,72,131,2,0,12,4,3,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,0,0,0,4,58,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java,0,1,0,7,37,20,1,0,12,2,2,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,0,1,0,5,49,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,0,1,0,2,62,131,2,0,12,6,4,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java,0,1,0,10,157,131,3,0,12,22,12,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,0,0,0,4,41,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,0,2,0,43,350,131,3,0,12,22,17,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,0,0,0,1,33,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,0,1,0,7,60,131,1,0,12,4,4,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,0,1,0,2,54,131,1,0,12,1,1,Yes
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java,0,1,0,2,28,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,0,1,0,4,52,131,1,0,12,4,4,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java,0,1,0,29,73,131,1,0,12,7,7,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java,0,0,0,1,28,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java,0,1,0,1,195,131,2,0,12,53,50,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,0,2,0,9,164,131,3,0,12,21,12,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,0,1,0,5,69,131,1,0,12,6,6,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java,0,0,0,1,24,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java,0,1,0,2,43,131,1,0,12,2,2,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,0,1,0,24,354,131,2,0,12,78,75,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java,0,1,0,1,79,131,1,0,12,30,30,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java,0,0,0,1,30,0,0,0,12,0,0,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,0,1,0,1,84,131,1,0,12,1,1,No
bookkeeper,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,0,1,0,6,61,131,2,0,12,16,13,No
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,1,1,0,2,191,5,2,0,12,50,40,No
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,1,1,0,2,246,5,1,0,12,24,24,Yes
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,1,3,0,8,385,7,4,0,12,109,80,Yes
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,1,0,0,6,118,0,0,0,12,0,0,No
bookkeeper,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,1,2,0,3,327,5,2,0,12,305,294,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1,3,0,72,637,24,20,2,12,580,106,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java,1,1,0,2,41,3,1,0,12,1,1,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,1,2,0,1,128,24,2,1,12,63,58,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java,1,1,0,3,28,3,1,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,1,0,0,15,161,0,0,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,1,1,0,2,175,7,1,0,12,7,7,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,1,3,0,47,410,24,12,2,12,375,253,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,1,0,0,8,32,0,0,0,12,0,0,No
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,1,1,0,7,226,7,4,1,12,130,79,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,1,2,0,8,339,24,3,1,12,241,228,Yes
bookkeeper,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,1,3,0,58,401,24,6,0,12,167,126,Yes
