Project,Class,Release,nAuth,ChangeSetSize,LinesOfComment,LOC,maxChangeSetSize,nCommits,nFixCommits,Age,LOCadded,maxLOCadded,Buggy
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableAndExpression.java,0,1,0,10,61,928,3,0,18,82,76,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BindVariableExpression.java,0,2,0,6,77,928,4,0,18,95,83,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/BoundVariable.java,0,2,0,6,70,928,4,0,18,90,86,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java,0,2,0,13,151,928,6,0,18,197,170,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Cast.java,0,2,0,3,62,928,4,0,18,84,75,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CompareExpression.java,0,2,0,4,72,928,4,0,18,85,75,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Concat.java,0,2,0,3,58,928,5,0,18,81,71,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Constant.java,0,1,0,3,28,928,3,0,18,33,31,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsExpression.java,0,2,0,4,70,928,4,0,18,85,74,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsKeyExpression.java,0,1,0,3,38,928,3,0,18,47,43,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ContainsValueExpression.java,0,1,0,3,38,928,3,0,18,47,43,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Count.java,0,1,0,3,43,928,3,0,18,52,49,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CurrentDate.java,0,2,0,2,35,928,4,0,18,51,49,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Distinct.java,0,2,0,3,58,928,6,0,18,90,78,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Divide.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EndsWithExpression.java,0,1,0,3,35,928,3,0,18,41,38,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/EqualExpression.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Exp.java,0,2,0,6,71,928,5,0,18,90,78,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Expression.java,0,2,0,3,28,928,4,0,18,34,26,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionFactory.java,0,2,0,67,339,928,4,0,18,426,404,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionParser.java,0,1,0,7,53,928,3,0,18,64,61,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionVisitor.java,0,0,0,5,25,0,0,0,18,0,0,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Extension.java,0,2,0,3,79,928,4,0,18,102,90,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/FilterListener.java,0,1,0,7,78,928,4,0,18,108,89,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetMapValue.java,0,0,0,3,48,0,0,0,18,0,0,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GetObjectId.java,0,2,0,3,46,928,4,0,18,65,56,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanEqualExpression.java,0,1,0,3,35,928,3,0,18,43,40,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/GreaterThanExpression.java,0,1,0,3,35,928,3,0,18,43,40,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java,0,3,0,58,566,928,6,0,18,742,725,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IndexOf.java,0,2,0,3,60,928,4,0,18,79,69,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InstanceofExpression.java,0,2,0,5,58,928,4,0,18,69,60,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/IsEmptyExpression.java,0,2,0,3,64,928,4,0,18,76,67,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanEqualExpression.java,0,1,0,3,35,928,3,0,18,43,40,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/LessThanExpression.java,0,1,0,3,35,928,3,0,18,43,40,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Lit.java,0,2,0,3,58,928,4,0,18,80,77,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Literal.java,0,1,0,5,42,928,3,0,18,51,48,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MatchesExpression.java,0,1,0,6,60,928,4,0,18,77,73,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/MathVal.java,0,2,0,4,59,928,4,0,18,79,69,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Max.java,0,1,0,3,45,928,3,0,18,53,50,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Min.java,0,1,0,3,45,928,3,0,18,53,50,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Mod.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Multiply.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotEqualExpression.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/NotExpression.java,0,2,0,3,46,928,4,0,18,58,49,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Null.java,0,2,0,2,34,928,4,0,18,49,47,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/OrExpression.java,0,2,0,3,51,928,4,0,18,63,53,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Param.java,0,2,0,3,55,928,4,0,18,77,74,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Parameter.java,0,1,0,4,33,928,3,0,18,38,36,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Path.java,0,2,0,4,38,928,4,0,18,45,41,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java,0,2,0,5,97,928,4,0,18,114,63,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Resolver.java,0,1,0,6,45,928,3,0,18,57,51,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Size.java,0,1,0,2,40,928,3,0,18,48,46,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sqrt.java,0,1,0,3,36,928,3,0,18,43,40,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StartsWithExpression.java,0,1,0,3,35,928,3,0,18,41,38,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StringContains.java,0,1,0,2,51,928,3,0,18,70,64,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/StringLength.java,0,2,0,3,54,928,4,0,18,75,66,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/SubQ.java,0,2,0,2,51,928,4,0,18,72,69,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subquery.java,0,1,0,4,34,928,3,0,18,39,37,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Substring.java,0,2,0,3,57,928,4,0,18,76,66,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Subtract.java,0,1,0,3,34,928,3,0,18,42,39,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Sum.java,0,1,0,3,55,928,3,0,18,65,62,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/This.java,0,2,0,2,34,928,4,0,18,49,47,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToLowerCase.java,0,2,0,3,46,928,4,0,18,67,57,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ToUpperCase.java,0,2,0,3,47,928,4,0,18,66,57,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Trim.java,0,2,0,5,65,928,4,0,18,93,83,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnaryMathVal.java,0,2,0,5,56,928,4,0,18,78,68,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/UnboundVariable.java,0,2,0,4,56,928,5,0,18,79,74,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Val.java,0,2,0,6,101,928,6,0,18,131,110,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ValExpression.java,0,2,0,3,49,928,4,0,18,60,51,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Value.java,0,2,0,9,56,928,5,0,18,70,55,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ValuePath.java,0,2,0,4,45,928,4,0,18,61,52,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/WildcardMatch.java,0,1,0,4,55,928,3,0,18,79,72,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,0,2,0,138,1222,928,8,0,18,1689,1676,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLParser.java,0,1,0,2,65,928,4,0,18,80,77,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/ParseException.java,0,1,0,6,140,928,4,0,18,176,162,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/SimpleNode.java,0,1,0,2,29,928,3,0,18,32,31,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractCFMetaDataFactory.java,0,1,0,59,684,928,4,0,18,795,775,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java,0,1,0,28,282,928,4,0,18,361,339,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataFactory.java,0,1,0,4,92,928,3,0,18,113,110,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,0,3,0,206,1920,928,8,0,18,2350,2199,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/DelegatingMetaDataFactory.java,0,1,0,5,96,928,3,0,18,119,117,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Extensions.java,0,1,0,43,389,928,4,0,18,465,460,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,0,3,0,32,303,928,7,0,18,673,287,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,0,3,0,166,1595,928,10,0,18,1994,1856,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryRelatedFieldOrder.java,0,1,0,2,65,928,3,0,18,78,76,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java,0,1,0,5,93,928,3,0,18,113,110,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java,0,1,0,5,70,928,3,0,18,82,79,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java,0,1,0,29,382,928,3,0,18,431,425,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,0,1,0,19,221,928,3,0,18,261,253,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataContext.java,0,1,0,3,27,928,3,0,18,31,29,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataDefaults.java,0,1,0,8,55,928,4,0,18,71,64,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataFactory.java,0,1,0,16,120,928,3,0,18,151,138,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataInheritanceComparator.java,0,1,0,2,29,928,3,0,18,33,31,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataModes.java,0,1,0,2,30,928,3,0,18,35,32,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataRepository.java,0,3,0,233,1353,928,8,0,18,1844,1610,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,0,2,0,21,307,928,6,0,18,372,351,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/NoneMetaDataFactory.java,0,1,0,2,88,928,3,0,18,115,113,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Order.java,0,1,0,6,41,928,3,0,18,51,47,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/PersistenceAwareClass.java,0,1,0,5,78,3,1,0,18,31,31,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ProxySetupStateManager.java,0,1,0,7,218,928,3,0,18,280,277,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/QueryMetaData.java,0,1,0,29,220,928,3,0,18,268,263,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/SequenceMetaData.java,0,1,0,38,302,928,4,0,18,370,360,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/UpdateStrategies.java,0,1,0,7,79,928,4,0,18,94,88,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaData.java,0,1,0,44,257,928,3,0,18,329,300,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,0,1,0,31,355,928,3,0,18,447,443,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueStrategies.java,0,1,0,14,124,928,4,0,18,147,141,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractChangeTracker.java,0,1,0,19,201,928,4,0,18,252,239,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyCollection.java,0,1,0,20,353,928,4,0,18,439,428,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java,0,1,0,31,429,928,4,0,18,536,526,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ApplicationIds.java,0,1,0,29,432,928,4,0,18,522,513,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ArrayStateImage.java,0,1,0,14,87,928,3,0,18,110,104,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ByteId.java,0,1,0,2,53,928,3,0,18,65,64,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,0,1,0,49,545,928,4,0,18,672,650,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CallbackException.java,0,1,0,2,32,928,4,0,18,47,42,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ChangeTracker.java,0,1,0,10,76,928,3,0,18,101,86,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CharId.java,0,1,0,2,53,928,3,0,18,65,64,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolver.java,0,1,0,3,39,928,3,0,18,47,43,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ClassResolverImpl.java,0,1,0,9,47,928,3,0,18,61,59,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTracker.java,0,1,0,4,35,928,3,0,18,41,38,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/CollectionChangeTrackerImpl.java,0,1,0,8,95,928,4,0,18,118,113,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/DateId.java,0,1,0,2,58,928,3,0,18,73,72,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ExceptionInfo.java,0,1,0,10,69,928,3,0,18,86,80,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java,0,1,0,36,197,928,4,0,18,253,248,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/GeneralException.java,0,1,0,2,42,928,4,0,18,53,44,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/Id.java,0,1,0,12,130,928,4,0,18,155,150,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,0,3,0,12,190,928,10,0,18,336,273,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/IntId.java,0,1,0,2,54,928,3,0,18,67,66,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/InternalException.java,0,1,0,2,52,928,4,0,18,63,49,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/InvalidStateException.java,0,1,0,2,37,928,4,0,18,50,43,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/LRSProxy.java,0,1,0,2,25,928,3,0,18,29,27,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/LockException.java,0,1,0,4,72,928,4,0,18,95,93,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/LongId.java,0,1,0,2,51,928,3,0,18,63,62,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTracker.java,0,1,0,7,53,928,4,0,18,70,59,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/MapChangeTrackerImpl.java,0,1,0,14,105,928,4,0,18,134,132,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/MetaDataException.java,0,1,0,2,45,928,4,0,18,55,45,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/MultiLoaderClassResolver.java,0,1,0,2,38,928,3,0,18,46,45,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/NoTransactionException.java,0,1,0,2,33,928,4,0,18,49,43,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectExistsException.java,0,1,0,2,31,928,4,0,18,51,47,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectId.java,0,1,0,3,53,928,4,0,18,69,66,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ObjectNotFoundException.java,0,1,0,2,43,928,4,0,18,58,54,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAException.java,0,1,0,18,172,928,4,0,18,202,182,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/OpenJPAId.java,0,1,0,10,99,928,3,0,18,121,119,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/OptimisticException.java,0,1,0,2,49,928,4,0,18,63,60,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxies.java,0,1,0,9,218,928,3,0,18,257,251,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/Proxy.java,0,1,0,7,51,928,3,0,18,67,59,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyArrayList.java,0,1,0,2,166,928,3,0,18,195,192,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCalendar.java,0,1,0,3,30,928,3,0,18,37,34,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyCollection.java,0,1,0,3,36,928,3,0,18,45,41,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyDate.java,0,1,0,3,29,928,3,0,18,34,31,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyGregorianCalendar.java,0,1,0,5,149,928,3,0,18,193,181,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyHashMap.java,0,1,0,2,134,928,3,0,18,157,154,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyHashSet.java,0,1,0,2,126,928,3,0,18,149,146,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyHashtable.java,0,1,0,2,134,928,3,0,18,157,154,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyLinkedList.java,0,1,0,2,194,928,3,0,18,227,224,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManager.java,0,1,0,13,106,928,3,0,18,130,119,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyManagerImpl.java,0,1,0,16,248,928,5,0,18,327,298,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyMap.java,0,1,0,3,36,928,3,0,18,44,40,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyProperties.java,0,1,0,2,140,928,3,0,18,165,162,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxySQLDate.java,0,1,0,2,93,928,3,0,18,117,113,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyTime.java,0,1,0,2,93,928,3,0,18,117,113,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyTimestamp.java,0,1,0,2,99,928,3,0,18,124,120,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyTreeMap.java,0,1,0,2,148,928,4,0,18,173,169,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyTreeSet.java,0,1,0,2,138,928,3,0,18,162,159,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyUtilDate.java,0,1,0,2,93,928,3,0,18,117,113,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ProxyVector.java,0,1,0,2,214,928,3,0,18,249,246,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ReferentialIntegrityException.java,0,1,0,4,77,928,4,0,18,99,94,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/RuntimeExceptionTranslator.java,0,1,0,3,30,928,3,0,18,35,33,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/Serialization.java,0,1,0,10,142,928,4,0,18,172,165,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/ShortId.java,0,1,0,2,53,928,3,0,18,65,64,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreException.java,0,1,0,2,43,928,4,0,18,58,51,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/StoreFacadeTypeRegistry.java,0,1,0,6,64,8,2,0,18,66,53,Yes
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/StringId.java,0,1,0,2,47,928,3,0,18,57,56,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/UnsupportedException.java,0,1,0,2,44,928,4,0,18,55,49,No
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/util/UserException.java,0,1,0,2,50,928,4,0,18,61,50,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/ant/AbstractTask.java,0,2,0,11,168,928,12,0,18,111,49,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/BooleanValue.java,0,1,0,4,58,928,4,0,18,19,11,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurable.java,0,1,0,5,38,928,4,0,18,20,12,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configuration.java,0,2,0,30,182,928,9,0,18,122,71,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationImpl.java,0,2,0,94,818,928,15,0,18,529,202,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ConfigurationProvider.java,0,2,0,10,71,928,5,0,18,47,23,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Configurations.java,0,2,0,40,602,928,13,0,18,390,173,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/DoubleValue.java,0,1,0,4,60,928,4,0,18,21,13,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/FileValue.java,0,1,0,4,56,928,4,0,18,24,12,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/GenericConfigurable.java,0,1,0,3,35,928,5,0,18,30,14,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/IntValue.java,0,1,0,4,60,928,4,0,18,21,13,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/MapConfigurationProvider.java,0,2,0,5,87,928,6,0,18,51,25,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ObjectValue.java,0,1,0,9,100,928,5,0,18,38,26,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginListValue.java,0,1,0,14,182,928,5,0,18,71,38,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/PluginValue.java,0,1,0,10,125,928,5,0,18,40,28,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringListValue.java,0,1,0,4,58,928,4,0,18,20,11,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/StringValue.java,0,1,0,4,55,928,4,0,18,19,10,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,0,2,0,36,322,928,6,0,18,133,82,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ValueListener.java,0,1,0,3,27,928,4,0,18,15,7,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/AbstractJDBCListener.java,0,1,0,3,72,928,4,0,18,18,10,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConfiguringConnectionDecorator.java,0,1,0,9,147,928,4,0,18,54,41,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/ConnectionDecorator.java,0,1,0,3,30,928,4,0,18,18,8,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DataSourceLogs.java,0,1,0,15,126,928,5,0,18,58,36,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DecoratingDataSource.java,0,1,0,8,87,928,6,0,18,39,21,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingCallableStatement.java,0,1,0,15,607,928,6,0,18,94,49,No
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,0,1,0,15,513,928,7,0,18,239,160,Yes
openjpa,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingDataSource.java,0,1,0,5,98,928,5,0,18,38,23,No
